Symbol,MarketCap,Name,LastSale,IPOyear,Sector,industry,Summary Quote
BIF,$1.08B,"USLIFE Income Fund, Inc.",10.16,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bif
VFC,$24.35B,V.F. Corporation,61.85,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/vfc
EGY,$42.64M,Vaalco Energy Inc,0.725,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/egy
MTN,$9.19B,"Vail Resorts, Inc.",229.76,1997,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/mtn
VALE,$53.18B,VALE S.A.,10.32,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vale
VALE.P,n/a,VALE S.A.,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vale.p
VRX,$4.94B,"Valeant Pharmaceuticals International, Inc.",14.23,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrx
VLO,$32.4B,Valero Energy Corporation,73.36,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/vlo
VLP,$2.85B,Valero Energy Partners LP,41.82,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/vlp
VHI,$803.84M,"Valhi, Inc.",2.37,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/vhi
VR,$3.79B,"Validus Holdings, Ltd.",47.74,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/vr
VR^A,n/a,"Validus Holdings, Ltd.",25.5001,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vr^a
VR^B,n/a,"Validus Holdings, Ltd.",25.16,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vr^b
VLY,$2.99B,Valley National Bancorp,11.31,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vly
VLY.WS,n/a,Valley National Bancorp,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vly.ws
VLY^A,n/a,Valley National Bancorp,28,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vly^a
VLY^B,n/a,Valley National Bancorp,26.7,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vly^b
VMI,$3.51B,"Valmont Industries, Inc.",155.25,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/vmi
VVV,$4.64B,Valvoline Inc.,22.91,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/vvv
VNTV,$14.24B,"Vantiv, Inc.",72.1,2012,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/vntv
VAR,$9.61B,"Varian Medical Systems, Inc.",104.63,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/var
VGR,$2.72B,Vector Group Ltd.,20.09,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/vgr
VVC,$5.44B,Vectren Corporation,65.58,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/vvc
VEC,$322.62M,"Vectrus, Inc.",29.13,2014,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/vec
VEDL,$18.62B,Vedanta  Limited,20.04,2013,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/vedl
VEEV,$7.89B,Veeva Systems Inc.,56.14,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/veev
VNTR,$2.38B,Venator Materials PLC,22.41,2017,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/vntr
VTRB,n/a,"Ventas Realty, Limited Partnership // Ventas Capital Corporati",25.4164,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vtrb
VTR,$24.05B,"Ventas, Inc.",67.52,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vtr
VER,$8.27B,VEREIT Inc.,8.49,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ver
VER^F,n/a,VEREIT Inc.,25.77,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ver^f
PAY,$2.31B,"Verifone Systems, Inc.",20.62,2005,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/pay
VRTV,$487.49M,Veritiv Corporation,31.05,2014,Consumer Services,Paper,http://www.nasdaq.com/symbol/vrtv
VZ,$199.65B,Verizon Communications Inc.,48.94,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vz
VZA,n/a,Verizon Communications Inc.,27.03,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vza
VET,$4.51B,Vermilion Energy Inc.,37.24,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vet
VRS,$174M,Verso Corporation,5.05,2016,Basic Industries,Paper,http://www.nasdaq.com/symbol/vrs
VSM,$4.07B,"Versum Materials, Inc.",37.45,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/vsm
VVI,$1.16B,Viad Corp,56.8,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/vvi
VCO,$1.27B,Vina Concha Y Toro,33.9725,1994,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/vco
VNCE,$69.34M,Vince Holding Corp.,0.5972,2013,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/vnce
VIPS,$5.5B,Vipshop Holdings Limited,9.32,2012,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/vips
ZTR,$318.52M,Virtus Global Dividend & Income Fund Inc.,13.06,1988,n/a,n/a,http://www.nasdaq.com/symbol/ztr
VGI,$199.33M,Virtus Global Multi-Sector Income Fund,17.71,2012,n/a,n/a,http://www.nasdaq.com/symbol/vgi
ZF,$279.86M,Virtus Total Return Fund Inc.,13,1986,n/a,n/a,http://www.nasdaq.com/symbol/zf
V,$240.82B,Visa Inc.,105.31,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/v
VSH,$2.63B,"Vishay Intertechnology, Inc.",17.95,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/vsh
VPG,$293.74M,"Vishay Precision Group, Inc.",22.1,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/vpg
VSTO,$1.3B,Vista Outdoor Inc.,22.8,2015,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/vsto
VC,$3.85B,Visteon Corporation,123.56,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/vc
VST,$7.76B,Vistra Energy Corp.,18.16,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/vst
VSI,$124.9M,"Vitamin Shoppe, Inc",5.25,2009,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/vsi
VSLR,$486.48M,"Vivint Solar, Inc.",4.25,2014,Capital Goods,Building Products,http://www.nasdaq.com/symbol/vslr
VMW,$44.6B,"Vmware, Inc.",109.07,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vmw
VOC,$57.63M,VOC Energy Trust,3.39,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/voc
VCRA,$861.19M,"Vocera Communications, Inc.",29.59,2012,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vcra
VG,$1.82B,Vonage Holdings Corp.,7.99,2006,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vg
VNO,$14.33B,Vornado Realty Trust,75.63,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vno
VNO^G,n/a,Vornado Realty Trust,25.45,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^g
VNO^I,n/a,Vornado Realty Trust,25.446,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^i
VNO^K,n/a,Vornado Realty Trust,25.5095,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^k
VNO^L,n/a,Vornado Realty Trust,25.56,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vno^l
VJET,$102.3M,voxeljet AG,5.5,2013,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/vjet
IAE,$129.88M,Voya Asia Pacific High Dividend Equity Income Fund,10.71,2007,n/a,n/a,http://www.nasdaq.com/symbol/iae
IHD,$181.33M,Voya Emerging Markets High Income Dividend Equity Fund,9.53,2011,n/a,n/a,http://www.nasdaq.com/symbol/ihd
VOYA,$7.01B,"Voya Financial, Inc.",39.02,2013,Finance,Life Insurance,http://www.nasdaq.com/symbol/voya
IGA,$207.88M,Voya Global Advantage and Premium Opportunity Fund,11.33,2005,n/a,n/a,http://www.nasdaq.com/symbol/iga
IGD,$781.47M,Voya Global Equity Dividend and Premium Opportunity Fund,8.05,2005,n/a,n/a,http://www.nasdaq.com/symbol/igd
IDE,$312.31M,"Voya Infrastructure, Industrials and Materials Fund",16.2,2010,n/a,n/a,http://www.nasdaq.com/symbol/ide
IID,$63.67M,Voya International High Dividend Equity Income Fund,7.57,2007,n/a,n/a,http://www.nasdaq.com/symbol/iid
IRR,$145.52M,Voya Natural Resources Equity Income Fund,6.44,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irr
PPR,$759.63M,Voya Prime Rate Trust,5.14,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ppr
VMC,$15.48B,Vulcan Materials Company,117,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/vmc
WTI,$383.14M,"W&T Offshore, Inc.",2.78,2005,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/wti
WPC,$7.33B,W.P. Carey Inc.,68.58,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wpc
WRB,$7.9B,W.R. Berkley Corporation,65.17,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/wrb
WRB^B,n/a,W.R. Berkley Corporation,25.64,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wrb^b
WRB^C,n/a,W.R. Berkley Corporation,26.3,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wrb^c
WRB^D,n/a,W.R. Berkley Corporation,26.1,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wrb^d
GRA,$4.95B,W.R. Grace & Co.,72.52,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gra
GWW,$10.13B,"W.W. Grainger, Inc.",175.59,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/gww
WNC,$1.24B,Wabash National Corporation,21.04,1991,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/wnc
WBC,$8B,Wabco Holdings Inc.,149.19,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/wbc
WDR,$1.52B,"Waddell & Reed Financial, Inc.",18.22,1998,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/wdr
WAGE,$2.33B,"WageWorks, Inc.",58.6,2012,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wage
WD,$1.51B,"Walker & Dunlop, Inc.",48.39,2010,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wd
WMT,$239.01B,"Wal-Mart Stores, Inc.",80.01,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/wmt
DIS,$152.63B,Walt Disney Company (The),98.89,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dis
WAC,$25.17M,Walter Investment Management Corp.,0.6887,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/wac
HCC,$1.24B,"Warrior Met Coal, Inc.",23.28,2017,Energy,Coal Mining,http://www.nasdaq.com/symbol/hcc
WPG,$1.49B,Washington Prime Group Inc.,8.03,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wpg
WPG^H,n/a,Washington Prime Group Inc.,25.45,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wpg^h
WPG^I,n/a,Washington Prime Group Inc.,25.49,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wpg^i
WRE,$2.5B,Washington Real Estate Investment Trust,32.51,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wre
WCN,$18.45B,"Waste Connections, Inc.",70,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/wcn
WM,$34.45B,"Waste Management, Inc.",78.28,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/wm
WAT,$14.51B,Waters Corporation,181.79,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/wat
WSO,$5.63B,"Watsco, Inc.",157.57,n/a,Consumer Durables,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wso
WSO.B,n/a,"Watsco, Inc.",n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wso.b
WTS,$2.34B,"Watts Water Technologies, Inc.",68.45,1986,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wts
W,$7.13B,Wayfair Inc.,81.75,2014,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/w
WFT,$4.09B,Weatherford International plc,4.14,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/wft
WBS,$4.64B,Webster Financial Corporation,50.36,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wbs
WBS^E,n/a,Webster Financial Corporation,25.38,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wbs^e
WEC,$20.28B,"WEC Energy Group, Inc.",64.27,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/wec
WTW,$2.81B,Weight Watchers International Inc,43.65,2001,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/wtw
WRI,$4.07B,Weingarten Realty Investors,31.66,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wri
WMK,$1.15B,"Weis Markets, Inc.",42.75,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/wmk
WBT,$3.13B,"Welbilt, Inc.",22.5,2016,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wbt
WCG,$7.39B,"WellCare Health Plans, Inc.",166.06,2004,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/wcg
WFC,$268.35B,Wells Fargo & Company,54.06,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wfc
WFC.WS,n/a,Wells Fargo & Company,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc.ws
WFC^J,n/a,Wells Fargo & Company,25.48,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^j
WFC^L,n/a,Wells Fargo & Company,1323,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^l
WFC^N,n/a,Wells Fargo & Company,25.01,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^n
WFC^O,n/a,Wells Fargo & Company,25.07,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^o
WFC^P,n/a,Wells Fargo & Company,25.15,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^p
WFC^Q,n/a,Wells Fargo & Company,27.08,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^q
WFC^R,n/a,Wells Fargo & Company,28.8,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^r
WFC^T,n/a,Wells Fargo & Company,26.25,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^t
WFC^V,n/a,Wells Fargo & Company,26.46,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^v
WFC^W,n/a,Wells Fargo & Company,25.83,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^w
WFC^X,n/a,Wells Fargo & Company,25.61,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^x
WFC^Y,n/a,Wells Fargo & Company,25.92,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfc^y
WFE^A,n/a,Wells Fargo & Company,26.42,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wfe^a
EOD,$285.32M,Wells Fargo Global Dividend Opportunity Fund,6.28,2007,n/a,n/a,http://www.nasdaq.com/symbol/eod
HCN,$26.63B,Welltower Inc.,72.2,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hcn
HCN^I,n/a,Welltower Inc.,65.43,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hcn^i
WAIR,$916.13M,"Wesco Aircraft Holdings, Inc.",9.2,2011,Capital Goods,Wholesale Distributors,http://www.nasdaq.com/symbol/wair
WCC,$2.7B,"WESCO International, Inc.",56.25,1999,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/wcc
WST,$6.97B,"West Pharmaceutical Services, Inc.",94.13,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/wst
WR,$7.12B,"Westar Energy, Inc.",50.12,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/wr
WAL,$5.32B,Western Alliance Bancorporation,50.37,2005,Finance,Major Banks,http://www.nasdaq.com/symbol/wal
WALA,n/a,Western Alliance Bancorporation,26.1,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/wala
WEA,$165.49M,Western Asset Bond Fund,13.9008,2002,n/a,n/a,http://www.nasdaq.com/symbol/wea
TLI,$105.15M,Western Asset Corporate Loan Fund Inc,10.58,1998,n/a,n/a,http://www.nasdaq.com/symbol/tli
EMD,$951.89M,Western Asset Emerging Markets Debt Fund Inc,15.67,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emd
GDO,$275.5M,Western Asset Global Corporate Defined Opportunity Fund Inc.,18.44,2009,n/a,n/a,http://www.nasdaq.com/symbol/gdo
EHI,$456.49M,Western Asset Global High Income Fund Inc,10.09,2003,n/a,n/a,http://www.nasdaq.com/symbol/ehi
HIX,$615.5M,Western Asset High Income Fund II Inc.,7.14,1998,n/a,n/a,http://www.nasdaq.com/symbol/hix
HIO,$655.21M,"Western Asset High Income Opportunity Fund, Inc.",5.07,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hio
HYI,$350.64M,Western Asset High Yield Defined Opportunity Fund Inc.,15.39,2010,n/a,n/a,http://www.nasdaq.com/symbol/hyi
IGI,$228.22M,Western Asset Investment Grade Defined Opportunity Trust Inc.,21.11,2009,n/a,n/a,http://www.nasdaq.com/symbol/igi
MMU,$614.69M,"Western Asset Managed Municipals Fund, Inc.",14.24,1992,n/a,n/a,http://www.nasdaq.com/symbol/mmu
WMC,$446.87M,Western Asset Mortgage Capital Corporation,10.66,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wmc
DMO,$265.27M,Western Asset Mortgage Defined Opportunity Fund Inc,25.39,2010,n/a,n/a,http://www.nasdaq.com/symbol/dmo
MTT,$277.2M,Western Asset Municipal Defined Opportunity Trust Inc,22.8122,2009,n/a,n/a,http://www.nasdaq.com/symbol/mtt
MHF,$166.79M,"Western Asset Municipal High Income Fund, Inc.",7.71,1988,n/a,n/a,http://www.nasdaq.com/symbol/mhf
MNP,$152.39M,"Western Asset Municipal Partners Fund, Inc.",15.68,1993,n/a,n/a,http://www.nasdaq.com/symbol/mnp
GFY,$80.27M,Western Asset Variable Rate Strategic Fund Inc.,17.1947,2004,n/a,n/a,http://www.nasdaq.com/symbol/gfy
WIW,$693.52M,Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2,11.335,2004,n/a,n/a,http://www.nasdaq.com/symbol/wiw
WIA,$338.17M,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,11.6,2003,n/a,n/a,http://www.nasdaq.com/symbol/wia
WGP,$8.6B,"Western Gas Equity Partners, LP",39.3,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/wgp
WES,$8.35B,"Western Gas Partners, LP",50.45,2008,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/wes
WNRL,$1.51B,"Western Refining Logistics, LP",24.7,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/wnrl
WU,$8.77B,Western Union Company (The),18.91,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wu
WAB,$7.22B,Westinghouse Air Brake Technologies Corporation,75.22,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/wab
WLK,$10.42B,Westlake Chemical Corporation,80.74,2004,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/wlk
WLKP,$649.43M,Westlake Chemical Partners LP,24,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/wlkp
WMLP,$3.85M,"Westmoreland Resource Partners, LP",3,2015,Energy,Coal Mining,http://www.nasdaq.com/symbol/wmlp
WBK,$83.37B,Westpac Banking Corporation,24.96,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/wbk
WRK,$14.63B,Westrock Company,57.61,2015,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/wrk
WHG,$552.46M,Westwood Holdings Group Inc,62.12,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/whg
WEX,$4.8B,WEX Inc.,111.93,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wex
WY,$25.16B,Weyerhaeuser Company,33.42,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wy
WGL,$4.33B,WGL Holdings Inc,84.58,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/wgl
WPM,$8.43B,Wheaton Precious Metals Corp.,19.07,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/wpm
WHR,$12.6B,Whirlpool Corporation,172.69,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/whr
WTM,$3.66B,"White Mountains Insurance Group, Ltd.",844,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/wtm
WSR,$495.41M,Whitestone REIT,12.86,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wsr
WLL,$1.86B,Whiting Petroleum Corporation,5.14,2003,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/wll
WOW,$1.35B,"WideOpenWest, Inc.",15.25,2017,Consumer Services,Television Services,http://www.nasdaq.com/symbol/wow
WRD,$1.22B,WildHorse Resource Development Corporation,12.06,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/wrd
WG,$189.91M,"Willbros Group, Inc.",3,1996,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/wg
WMB,$24.79B,"Williams Companies, Inc. (The)",29.99,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/wmb
WPZ,$37.56B,Williams Partners LP,38.6,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/wpz
WSM,$3.97B,"Williams-Sonoma, Inc.",46.61,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/wsm
WGO,$1.3B,"Winnebago Industries, Inc.",41.1,n/a,Consumer Non-Durables,Homebuilding,http://www.nasdaq.com/symbol/wgo
WIT,$27.19B,Wipro Limited,5.62,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wit
WNS,$1.85B,WNS (Holdings) Limited,36.6,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wns
WWW,$2.63B,"Wolverine World Wide, Inc.",27.23,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/www
WF,$10.57B,Woori Bank,47.09,2014,Finance,Commercial Banks,http://www.nasdaq.com/symbol/wf
WK,$842.8M,Workiva Inc.,20.15,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/wk
INT,$2.51B,World Fuel Services Corporation,36.6,n/a,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/int
WWE,$1.73B,"World Wrestling Entertainment, Inc.",22.5,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/wwe
WOR,$3.18B,"Worthington Industries, Inc.",50.45,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/wor
WPX,$4.46B,"WPX Energy, Inc.",11.2,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/wpx
WPXP,n/a,"WPX Energy, Inc.",52.28,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/wpxp
WYN,$10.61B,Wyndham Worldwide Corp,103.19,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/wyn
